PS
F, process1, 11.37341996666666666666, .12669115965777652557, 11.28562747211847335071, 11.46121246121485998261
D, process1, 10.37341996666666666666, .12669115965777652557, 10.28562747211847335071, 10.46121246121485998261
F, process2, 12.20488486666666666666, 3.78236465524950615589, 9.58383988395236773037, 14.82592984938096560295
D, process2, 9.00488503333333333333, 3.78236447784029651264, 6.38384017355734447705, 11.62592989310932218961
F, process3, 25.09808960000000000000, 4.28547842772505078600, 22.12840456026441373820, 28.06777463973558626180
D, process3, 22.09808960000000000000, 4.28547842772505078600, 19.12840456026441373820, 25.06777463973558626180
F, process4, 29.10076983333333333333, .06059545826274624527, 29.05877932307557293655, 29.14276034359109373011
D, process4, 24.10076983333333333333, .06059545826274624527, 24.05877932307557293655, 24.14276034359109373011
F, process5, 20.12576326666666666666, .55227032427890681376, 19.74305945714787223370, 20.50846707618546109962
D, process5, 16.12576326666666666666, .55227032427890681376, 15.74305945714787223370, 16.50846707618546109962
F, process6, 14.14998436666666666666, .09138982288033437741, 14.08665445044634717034, 14.21331428288698616298
D, process6, 10.14998436666666666666, .09138982288033437741, 10.08665445044634717034, 10.21331428288698616298
F, process7, 22.22148543333333333333, .09167686093291055856, 22.15795660989064734253, 22.28501425677601932413
D, process7, 20.22148543333333333333, .09167686093291055856, 20.15795660989064734253, 20.28501425677601932413
F, process8, 27.26276283333333333333, .10980530362785558797, 27.18667164002393892892, 27.33885402664272773774
D, process8, 25.26276283333333333333, .10980530362785558797, 25.18667164002393892892, 25.33885402664272773774
Context change, 0
Failed deadlines, 4, 8

PS
F, process1, 11.45357890000000000000, .22922067631176584880, 11.34126076860723473409, 11.56589703139276526591
D, process1, 10.45357890000000000000, .22922067631176584880, 10.34126076860723473409, 10.56589703139276526591
F, process2, 38.26591306666666666666, .84393691751686169627, 37.85238397708340443549, 38.67944215624992889783
D, process2, 35.06591223333333333333, .84393702333778766122, 34.65238309189781737934, 35.47944137476884928732
F, process3, 42.70445686666666666666, .91641217051694715159, 42.25541490311336256239, 43.15349883021997077093
D, process3, 39.70445686666666666666, .91641217051694715159, 39.25541490311336256239, 40.15349883021997077093
F, process4, 31.99915716666666666666, 2.37611925046818141008, 30.83485873393725777573, 33.16345559939607555759
D, process4, 26.99915716666666666666, 2.37611925046818141008, 25.83485873393725777573, 28.16345559939607555759
F, process5, 18.47894540000000000000, 1.35027580912396313778, 17.81731025352925806249, 19.14058054647074193751
D, process5, 14.47894540000000000000, 1.35027580912396313778, 13.81731025352925806249, 15.14058054647074193751
F, process6, 17.38764386666666666666, 2.76246950159339295625, 16.03403381088590411810, 18.74125392244742921522
D, process6, 13.38764386666666666666, 2.76246950159339295625, 12.03403381088590411810, 14.74125392244742921522
F, process7, 55.41097470000000000000, 1.33355306343375153049, 54.75753369891746175006, 56.06441570108253824994
D, process7, 53.41097470000000000000, 1.33355306343375153049, 52.75753369891746175006, 54.06441570108253824994
F, process8, 39.91568436666666666666, 9.02365882547103499968, 35.49409154218585951682, 44.33727719114747381650
D, process8, 37.91568436666666666666, 9.02365882547103499968, 33.49409154218585951682, 42.33727719114747381650
F, process9, 26.75254310000000000000, 1.78707119511636226622, 25.87687821439298248956, 27.62820798560701751044
D, process9, 23.75254310000000000000, 1.78707119511636226622, 22.87687821439298248956, 24.62820798560701751044
F, process10, 19.97154170000000000000, 16.05435439737680669342, 12.10490804528536472023, 27.83817535471463527977
D, process10, 18.27154153333333333333, 16.05435395016961690701, 10.40490809775022104890, 26.13817496891644561776
F, process11, 41.78797396666666666666, .71433122037793659786, 41.43795166868147773371, 42.13799626465185559961
D, process11, 39.28797396666666666666, .71433122037793659786, 38.93795166868147773371, 39.63799626465185559961
F, process12, 35.66882313333333333333, 1.86529477070860006442, 34.75482869568611930177, 36.58281757098054736489
D, process12, 31.66882313333333333333, 1.86529477070860006442, 30.75482869568611930177, 32.58281757098054736489
F, process13, 12.44317666666666666666, .23015686240306245148, 12.33039980408916606544, 12.55595352924416726788
D, process13, 11.44317666666666666666, .23015686240306245148, 11.33039980408916606544, 11.55595352924416726788
F, process14, 17.73547826666666666666, .44404796864647655114, 17.51789476202989315661, 17.95306177130344017671
D, process14, 8.73547826666666666666, .44404796864647655114, 8.51789476202989315661, 8.95306177130344017671
F, process15, 36.33686906666666666666, .88362998986128929496, 35.90389037163463491213, 36.76984776169869842119
D, process15, 29.33686906666666666666, .88362998986128929496, 28.90389037163463491213, 29.76984776169869842119
F, process16, 21.32592923333333333333, .17414204445599064520, 21.24059963154989791719, 21.41125883511676874947
D, process16, 20.32592923333333333333, .17414204445599064520, 20.24059963154989791719, 20.41125883511676874947
Context change, 0
Failed deadlines, 12, 16

PS
F, process1, 11.26183213333333333333, .28291815833060666629, 11.14864129594327173078, 11.37502297072339493588
D, process1, 10.26183213333333333333, .28291815833060666629, 10.14864129594327173078, 10.37502297072339493588
F, process2, 54.68279190000000000000, 1.13389885061447316617, 54.22913787802414809677, 55.13644592197585190323
D, process2, 51.48279106666666666666, 1.13389887704533080299, 51.02913703411626936662, 51.93644509921706396670
F, process3, 61.08548316666666666666, .52488731927231031384, 60.87548450290316773242, 61.29548183043016560090
D, process3, 58.08548316666666666666, .52488731927231031384, 57.87548450290316773242, 58.29548183043016560090
F, process4, 36.86463643333333333333, .68038138547085895091, 36.59242718660105881552, 37.13684568006560785114
D, process4, 31.86463643333333333333, .68038138547085895091, 31.59242718660105881552, 32.13684568006560785114
F, process5, 18.36630606666666666666, .90833887096835298993, 18.00289483125665521706, 18.72971730207667811626
