# (F) stands for finished and (D) for duration:
process, i, MEAN, SD, CI lower limit, CI upper limit
F, process13, 32.40922366666666666666, 5.39308720771770531505, 29.76661093488499106229, 35.05183639844834227103
D, process13, 31.40922366666666666666, 5.39308720771770531505, 28.76661093488499106229, 34.05183639844834227103
F, process14, 15.52164633333333333333, 1.02533499698317568393, 15.01923218481157724821, 16.02406048185508941845
D, process14, 6.52164633333333333333, 1.02533499698317568393, 6.01923218481157724821, 7.02406048185508941845
F, process15, 71.05199143333333333333, 4.35815954088003133941, 68.91649325830211797702, 73.18748960836454868964
D, process15, 64.05199143333333333333, 4.35815954088003133941, 61.91649325830211797702, 66.18748960836454868964
F, process16, 91.91413180000000000000, 6.11248565623465710122, 88.91901382844501802041, 94.90924977155498197959
D, process16, 90.91413180000000000000, 6.11248565623465710122, 87.91901382844501802041, 93.90924977155498197959
Context change, 2.43333333333333333333
Failed deadlines, 13, 16

FCFS
F, process1, 11.28058373333333333333, .17367827044393191892, 11.21109795347386677362, 11.35006951319279989304
D, process1, 10.28058373333333333333, .17367827044393191892, 10.21109795347386677362, 10.35006951319279989304
F, process2, 73.05895543333333333333, 1.18018793242713914624, 72.58678192161066190588, 73.53112894505600476078
D, process2, 69.85895846666666666666, 1.18018791274634829747, 69.38678496281795147382, 70.33113197051538185950
F, process3, 64.20423683333333333333, .96905102754402922560, 63.81653567647357556490, 64.59193799019309110176
D, process3, 61.20423683333333333333, .96905102754402922560, 60.81653567647357556490, 61.59193799019309110176
F, process4, 93.72636873333333333333, 1.33619850101437481825, 93.19177799464902837826, 94.26095947201763828840
D, process4, 88.72636873333333333333, 1.33619850101437481825, 88.19177799464902837826, 89.26095947201763828840
F, process5, 77.81759006666666666666, 1.30409902745085360415, 77.29584179208531726225, 78.33933834124801607107
D, process5, 73.81759006666666666666, 1.30409902745085360415, 73.29584179208531726225, 74.33933834124801607107
F, process6, 76.09877370000000000000, 1.14063457778019775407, 75.64242482590571879372, 76.55512257409428120628
D, process6, 72.09877370000000000000, 1.14063457778019775407, 71.64242482590571879372, 72.55512257409428120628
F, process7, 41.72392536666666666666, .61753504968152662383, 41.47685989089934670623, 41.97099084243398662709
D, process7, 39.72392536666666666666, .61753504968152662383, 39.47685989089934670623, 39.97099084243398662709
F, process8, 59.55106976666666666666, .76746804938736410927, 59.24401859790160021689, 59.85812093543173311643
D, process8, 57.55106976666666666666, .76746804938736410927, 57.24401859790160021689, 57.85812093543173311643
F, process9, 68.07781016666666666666, .94352673544760010448, 67.70032085344830302758, 68.45529947988503030574
D, process9, 65.07781016666666666666, .94352673544760010448, 64.70032085344830302758, 65.45529947988503030574
F, process10, 20.35556140000000000000, .31750589778486530238, 20.22853258481679201479, 20.48259021518320798521
D, process10, 18.65556083333333333333, .31750583856522316800, 18.52853204184291665810, 18.78258962482375000856
F, process11, 57.74406536666666666666, .87758467312856231055, 57.39295837297548355137, 58.09517236035784978195
D, process11, 55.24406536666666666666, .87758467312856231055, 54.89295837297548355137, 55.59517236035784978195
F, process12, 94.37269320000000000000, 1.51278863362525301596, 93.76745169395954071157, 94.97793470604045928843
D, process12, 90.37269320000000000000, 1.51278863362525301596, 89.76745169395954071157, 90.97793470604045928843
F, process13, 12.50439373333333333333, .57732239183596157787, 12.27341667141006434819, 12.73537079525660231847
D, process13, 11.50439373333333333333, .57732239183596157787, 11.27341667141006434819, 11.73537079525660231847
F, process14, 109.29546840000000000000, 1.71087327291179187052, 108.61097653291077787482, 109.97996026708922212518
D, process14, 100.29546840000000000000, 1.71087327291179187052, 99.61097653291077787482, 100.97996026708922212518
F, process15, 113.17667506666666666666, 1.86927119699239884145, 112.42881083149289063572, 113.92453930184044269760
D, process15, 106.17667506666666666666, 1.86927119699239884145, 105.42881083149289063572, 106.92453930184044269760
F, process16, 32.68985250000000000000, .45848864450276555713, 32.50641883879095909272, 32.87328616120904090728
D, process16, 31.68985250000000000000, .45848864450276555713, 31.50641883879095909272, 31.87328616120904090728
F, process17, 125.28917950000000000000, 1.84162787259889088231, 124.55237489795408384377, 126.02598410204591615623
D, process17, 115.28917950000000000000, 1.84162787259889088231, 114.55237489795408384377, 116.02598410204591615623
F, process18, 102.49263863333333333333, 1.48647485576086987132, 101.89792483102507869880, 103.08735243564158796786
D, process18, 96.29264163333333333333, 1.48647485576086987132, 95.69792783102507869880, 96.88735543564158796786
F, process19, 100.34020746666666666666, 1.67262578035137581364, 99.67101778356071733217, 101.00939714977261600115
D, process19, 95.34020746666666666666, 1.67262578035137581364, 94.67101778356071733217, 96.00939714977261600115
F, process20, 99.68026046666666666666, 1.43046035256872774637, 99.10795713302439916008, 100.25256380030893417324
D, process20, 94.68026046666666666666, 1.43046035256872774637, 94.10795713302439916008, 95.25256380030893417324
F, process21, 136.10922030000000000000, 1.87940323785266387591, 135.35730240423331302492, 136.86113819576668697508
D, process21, 124.10922030000000000000, 1.87940323785266387591, 123.35730240423331302492, 124.86113819576668697508
F, process22, 102.87279200000000000000, 1.48706445541227297536, 102.27784230870299682680, 103.46774169129700317320
D, process22, 96.87279200000000000000, 1.48706445541227297536, 96.27784230870299682680, 97.46774169129700317320
F, process23, 123.81187463333333333333, 1.85867795825160781281, 123.06824857633383273471, 124.55550069033283393195
D, process23, 113.81187463333333333333, 1.85867795825160781281, 113.06824857633383273471, 114.55550069033283393195
F, process24, 54.56078416666666666666, .81277913149346558638, 54.23560478952889422831, 54.88596354380443910501
D, process24, 52.56078416666666666666, .81277913149346558638, 52.23560478952889422831, 52.88596354380443910501
Context change, 0
Failed deadlines, 20, 24

SJF
F, process1, 11.35137780000000000000, .21301450964795801909, 11.26615424678037862207, 11.43660135321962137793
D, process1, 10.35137780000000000000, .21301450964795801909, 10.26615424678037862207, 10.43660135321962137793
F, process2, 42.34168666666666666666, 3.11325705469311066045, 41.09612443372070343084, 43.58724889961262990248
D, process2, 39.14168573333333333333, 3.11325709521598331845, 37.89612348417484447994, 40.38724798249182218672
F, process3, 24.45158256666666666666, 1.02938205965817775282, 24.03974396989883777376, 24.86342116343449555956
D, process3, 21.45158256666666666666, 1.02938205965817775282, 21.03974396989883777376, 21.86342116343449555956
F, process4, 84.15345810000000000000, .89515161551833776489, 83.79532286559349994706, 84.51159333440650005294
D, process4, 79.15345810000000000000, .89515161551833776489, 78.79532286559349994706, 79.51159333440650005294
F, process5, 47.58792956666666666666, 2.73770213672094823741, 46.49262059389338641244, 48.68323853943994692088
D, process5, 43.58792956666666666666, 2.73770213672094823741, 42.49262059389338641244, 44.68323853943994692088
F, process6, 15.06687763333333333333, .87792243523033716554, 14.71563550665752981350, 15.41811976000913685316
D, process6, 11.06687763333333333333, .87792243523033716554, 10.71563550665752981350, 11.41811976000913685316
F, process7, 110.67103033333333333333, 1.10498589278501148151, 110.22894390365149029639, 111.11311676301517637027
D, process7, 108.67103033333333333333, 1.10498589278501148151, 108.22894390365149029639, 109.11311676301517637027
F, process8, 136.58380996666666666666, 1.54651547896724877523, 135.96507491221167068551, 137.20254502112166264781
D, process8, 134.58380996666666666666, 1.54651547896724877523, 133.96507491221167068551, 135.20254502112166264781
F, process9, 38.03517470000000000000, 2.85521809950644751091, 36.89284955013551262209, 39.17749984986448737791
D, process9, 35.03517470000000000000, 2.85521809950644751091, 33.89284955013551262209, 36.17749984986448737791
F, process10, 25.03012563333333333333, 13.88064359958652753760, 19.47671159366535878553, 30.58353967300130788113
D, process10, 23.33012530000000000000, 13.88064312574349020389, 17.77671144990872319310, 28.88353915009127680690
F, process11, 15.72007833333333333333, 1.36629757754488543271, 15.17344545604166887745, 16.26671121062499778921
D, process11, 13.22007833333333333333, 1.36629757754488543271, 12.67344545604166887745, 13.76671121062499778921
F, process12, 102.37083376666666666666, 1.02267423705181515744, 101.96167885786838450960, 102.77998867546494882372
D, process12, 98.37083376666666666666, 1.02267423705181515744, 97.96167885786838450960, 98.77998867546494882372
F, process13, 31.81187956666666666666, 23.66961093480766487118, 22.34206293058827863541, 41.28169620274505469791
D, process13, 30.81187956666666666666, 23.66961093480766487118, 21.34206293058827863541, 40.28169620274505469791
F, process14, 27.59058726666666666666, 1.06716999079549750156, 27.16363034877760034676, 28.01754418455573298656
D, process14, 18.59058726666666666666, 1.06716999079549750156, 18.16363034877760034676, 19.01754418455573298656
F, process15, 52.97961233333333333333, 3.30685285695462348849, 51.65659564817941227341, 54.30262901848725439325
D, process15, 45.97961233333333333333, 3.30685285695462348849, 44.65659564817941227341, 47.30262901848725439325
F, process16, 123.54371113333333333333, 1.33308144467037305202, 123.01036747691427227304, 124.07705478975239439362
D, process16, 122.54371113333333333333, 1.33308144467037305202, 122.01036747691427227304, 123.07705478975239439362
F, process17, 89.34825623333333333333, 1.13461912791854763246, 88.89431404041899407562, 89.80219842624767259104
D, process17, 79.34825623333333333333, 1.13461912791854763246, 78.89431404041899407562, 79.80219842624767259104
F, process18, 12.37369783333333333333, 1.56921824428401467510, 11.74587978105155283123, 13.00151588561511383543
D, process18, 6.17369813333333333333, 1.56921845811551964706, 5.54587999550113340616, 6.80151627116553326050
F, process19, 30.90153366666666666666, 1.02039785211361989071, 30.49328950152265129563, 31.30977783181068203769
D, process19, 25.90153366666666666666, 1.02039785211361989071, 25.49328950152265129563, 26.30977783181068203769
F, process20, 21.47540263333333333333, 1.06436879741852896706, 21.04956642620352499104, 21.90123884046314167562
D, process20, 16.47540263333333333333, 1.06436879741852896706, 16.04956642620352499104, 16.90123884046314167562
F, process21, 68.17915383333333333333, .87972773726981703154, 67.82718943541556900448, 68.53111823125109766218
D, process21, 56.17915383333333333333, .87972773726981703154, 55.82718943541556900448, 56.53111823125109766218
F, process22, 18.45813890000000000000, .76365451036452996255, 18.15261346460588903587, 18.76366433539411096413
D, process22, 12.45813890000000000000, .76365451036452996255, 12.15261346460588903587, 12.76366433539411096413
F, process23, 58.40925673333333333333, 2.56098433778641623477, 57.38464960508342125513, 59.43386386158324541153
D, process23, 48.40925673333333333333, 2.56098433778641623477, 47.38464960508342125513, 49.43386386158324541153
F, process24, 73.68993053333333333333, .86359509479627211590, 73.34442053665184863436, 74.03544053001481803230
D, process24, 71.68993053333333333333, .86359509479627211590, 71.34442053665184863436, 72.03544053001481803230
Context change, 0
Failed deadlines, 21, 24

SRTN
F, process1, 39.91537540000000000000, 1.95735871897601845791, 39.13226881617043352218, 40.69848198382956647782
D, process1, 38.91537540000000000000, 1.95735871897601845791, 38.13226881617043352218, 39.69848198382956647782
F, process2, 34.26504856666666666666, .88705335613741158740, 33.91015331079720274625, 34.61994382253613058707
D, process2, 31.06504790000000000000, .88705340358959786812, 30.71015262514570763027, 31.41994317485429236973
F, process3, 15.10178003333333333333, 1.49481354937768037642, 14.50373005875958917957, 15.69983000790707748709
D, process3, 12.10178003333333333333, 1.49481354937768037642, 11.50373005875958917957, 12.69983000790707748709
F, process4, 82.80081783333333333333, .89849407225691008202, 82.44134533772235114417, 83.16029032894431552249
D, process4, 77.80081783333333333333, .89849407225691008202, 77.44134533772235114417, 78.16029032894431552249
F, process5, 42.62659560000000000000, 2.22793652045123882908, 41.73523534977849887770, 43.51795585022150112230
D, process5, 38.62659560000000000000, 2.22793652045123882908, 37.73523534977849887770, 39.51795585022150112230
F, process6, 7.26887123333333333333, .19821923210588208599, 7.18956702394193302251, 7.34817544272473364415
D, process6, 3.26887123333333333333, .19821923210588208599, 3.18956702394193302251, 3.34817544272473364415
F, process7, 109.58353616666666666666, .72419687053347049257, 109.29379707499918918272, 109.87327525833414415060
D, process7, 107.58353616666666666666, .72419687053347049257, 107.29379707499918918272, 107.87327525833414415060
F, process8, 135.46342553333333333333, .82886038978007763295, 135.13181231291562404007, 135.79503875375104262659
D, process8, 133.46342553333333333333, .82886038978007763295, 133.13181231291562404007, 133.79503875375104262659
F, process9, 30.09742273333333333333, .37073356480442333364, 29.94909841616533332530, 30.24574705050133334136
D, process9, 27.09742273333333333333, .37073356480442333364, 26.94909841616533332530, 27.24574705050133334136
F, process10, 24.06327293333333333333, 4.78546823994977481613, 22.14868688986529848600, 25.97785897680136818066
D, process10, 22.36327220000000000000, 4.78546796037742721959, 20.44868626838419946058, 24.27785813161580053942
F, process11, 5.68447076666666666666, .21621778018588624435, 5.59796563832046288103, 5.77097589501287045229
D, process11, 3.18447076666666666666, .21621778018588624435, 3.09796563832046288103, 3.27097589501287045229
F, process12, 100.71408290000000000000, .72916678946193327938, 100.42235542664435936797, 101.00581037335564063203
D, process12, 96.71408290000000000000, .72916678946193327938, 96.42235542664435936797, 97.00581037335564063203
F, process13, 60.26343856666666666666, .92852861249853014722, 59.89194975234134517643, 60.63492738099198815689
D, process13, 59.26343856666666666666, .92852861249853014722, 58.89194975234134517643, 59.63492738099198815689
F, process14, 19.41975146666666666666, .84324307958360908737, 19.08238397189488489830, 19.75711896143844843502
D, process14, 10.41975146666666666666, .84324307958360908737, 10.08238397189488489830, 10.75711896143844843502
F, process15, 49.38518226666666666666, .54358346477248755824, 49.16770358685323094736, 49.60266094648010238596
D, process15, 42.38518226666666666666, .54358346477248755824, 42.16770358685323094736, 42.60266094648010238596
F, process16, 121.61384236666666666666, 1.13570056004448881998, 121.15946751079199258196, 122.06821722254134075136
D, process16, 120.61384236666666666666, 1.13570056004448881998, 120.15946751079199258196, 121.06821722254134075136
F, process17, 88.55388023333333333333, .76575030792783811252, 88.24751630428229106489, 88.86024416238437560177
D, process17, 78.55388023333333333333, .76575030792783811252, 78.24751630428229106489, 78.86024416238437560177
F, process18, 8.28159103333333333333, .16729175984677853286, 8.21466038986651764412, 8.34852167680014902254
D, process18, 2.08159113333333333333, .16729177668049184643, 2.01466048313162965534, 2.14852178353503701132
F, process19, 21.87108733333333333333, 1.00347529626202336100, 21.46961360059607761663, 22.27256106607058905003
D, process19, 16.87108733333333333333, 1.00347529626202336100, 16.46961360059607761663, 17.27256106607058905003
F, process20, 13.73619293333333333333, 1.20215630549772057870, 13.25523024187533141567, 14.21715562479133525099
D, process20, 8.73619293333333333333, 1.20215630549772057870, 8.25523024187533141567, 9.21715562479133525099
F, process21, 66.83207256666666666666, .92800927932367441147, 66.46079152888454488051, 67.20335360444878845281
D, process21, 54.83207256666666666666, .92800927932367441147, 54.46079152888454488051, 55.20335360444878845281
F, process22, 10.13876820000000000000, .21295791664652118928, 10.05356728869654565069, 10.22396911130345434931
D, process22, 4.13876820000000000000, .21295791664652118928, 4.05356728869654565069, 4.22396911130345434931
F, process23, 54.26977683333333333333, .89771270953938203050, 53.91061694791614090899, 54.62893671875052575767
D, process23, 44.26977683333333333333, .89771270953938203050, 43.91061694791614090899, 44.62893671875052575767
F, process24, 72.75521373333333333333, .63312278992198310816, 72.50191186262675947064, 73.00851560403990719602
D, process24, 70.75521373333333333333, .63312278992198310816, 70.50191186262675947064, 71.00851560403990719602
Context change, 4.73333333333333333333
Failed deadlines, 20, 24

RR
F, process1, 11.22017906666666666666, .17703250194525172427, 11.14935131471649093667, 11.29100681861684239665
D, process1, 10.22017906666666666666, .17703250194525172427, 10.14935131471649093667, 10.29100681861684239665
F, process2, 63.92973003333333333333, 28.74835968271759267115, 52.42799071310582674638, 75.43146935356083992028
D, process2, 60.72973140000000000000, 28.74836117872462146144, 49.22799148124502762801, 72.23147131875497237199
F, process3, 73.44097053333333333333, 32.66075396793560626096, 60.37394750011620223358, 86.50799356655046443308
D, process3, 70.44097053333333333333, 32.66075396793560626096, 57.37394750011620223358, 83.50799356655046443308
F, process4, 118.05211920000000000000, 17.85379715309628356818, 110.90911267728066067037, 125.19512572271933932963
D, process4, 113.05211920000000000000, 17.85379715309628356818, 105.90911267728066067037, 120.19512572271933932963
F, process5, 70.86861153333333333333, 34.34758106478185142099, 57.12671710709251356254, 84.61050595957415310412
D, process5, 66.86861153333333333333, 34.34758106478185142099, 53.12671710709251356254, 80.61050595957415310412
F, process6, 72.59569046666666666666, 29.50024465008922230619, 60.79313450893531376221, 84.39824642439801957111
D, process6, 68.59569046666666666666, 29.50024465008922230619, 56.79313450893531376221, 80.39824642439801957111
F, process7, 97.56270273333333333333, 18.95955623460452714494, 89.97730044101717483574, 105.14810502564949183092
D, process7, 95.56270273333333333333, 18.95955623460452714494, 87.97730044101717483574, 103.14810502564949183092
F, process8, 106.48754210000000000000, 24.06340014557912989865, 96.86017696726305882796, 116.11490723273694117204
D, process8, 104.48754210000000000000, 24.06340014557912989865, 94.86017696726305882796, 114.11490723273694117204
F, process9, 66.11436626666666666666, 32.88202483418328354260, 52.95881644963196467552, 79.26991608370136865780
D, process9, 63.11436626666666666666, 32.88202483418328354260, 49.95881644963196467552, 76.26991608370136865780
F, process10, 44.33612916666666666666, 41.40719897893551479351, 27.76979933454017727733, 60.90245899879315605599
D, process10, 42.63612970000000000000, 41.40720011137732404342, 26.06979941480242658811, 59.20245998519757341189
F, process11, 78.74303796666666666666, 43.41130882038348425092, 61.37489720620069892801, 96.11117872713263440531
D, process11, 76.24303796666666666666, 43.41130882038348425092, 58.87489720620069892801, 93.61117872713263440531
F, process12, 110.15979833333333333333, 19.96483719546370578139, 102.17219989198467815317, 118.14739677468198851349
D, process12, 106.15979833333333333333, 19.96483719546370578139, 98.17219989198467815317, 114.14739677468198851349
F, process13, 23.93017450000000000000, 14.15860961802277097681, 18.26555089153505529864, 29.59479810846494470136
D, process13, 22.93017450000000000000, 14.15860961802277097681, 17.26555089153505529864, 28.59479810846494470136
F, process14, 46.32449690000000000000, 28.85023451687374337255, 34.78199915742466609006, 57.86699464257533390994
D, process14, 37.32449690000000000000, 28.85023451687374337255, 25.78199915742466609006, 48.86699464257533390994
F, process15, 66.21873140000000000000, 22.30174436128302289142, 57.29617537034122710311, 75.14128742965877289689
D, process15, 59.21873140000000000000, 22.30174436128302289142, 50.29617537034122710311, 68.14128742965877289689
F, process16, 80.35632280000000000000, 23.72375177925951126829, 70.86484531487371047866, 89.84780028512628952134
D, process16, 79.35632280000000000000, 23.72375177925951126829, 69.86484531487371047866, 88.84780028512628952134
F, process17, 102.73249763333333333333, 24.25036796978112039321, 93.03032979188622568225, 112.43466547478044098441
D, process17, 92.73249763333333333333, 24.25036796978112039321, 83.03032979188622568225, 102.43466547478044098441
F, process18, 74.64065073333333333333, 36.15500580719529994060, 60.17563580708478280502, 89.10566565958188386164
D, process18, 68.44065170000000000000, 36.15500714832863566216, 53.97563623718636571111, 82.90566716281363428889
F, process19, 71.05847890000000000000, 42.87585119071765891744, 53.90456580822239960732, 88.21239199177760039268
D, process19, 66.05847890000000000000, 42.87585119071765891744, 48.90456580822239960732, 83.21239199177760039268
F, process20, 64.75346113333333333333, 33.41053728673218222552, 51.38646229716151896126, 78.12045996950514770540
D, process20, 59.75346113333333333333, 33.41053728673218222552, 46.38646229716151896126, 73.12045996950514770540
F, process21, 67.12027506666666666666, 36.91739862296002922718, 52.35023948799419216571, 81.89031064533914116761
D, process21, 55.12027506666666666666, 36.91739862296002922718, 40.35023948799419216571, 69.89031064533914116761
F, process22, 73.30564643333333333333, 36.88983828110600675270, 58.54663728785843307394, 88.06465557880823359272
D, process22, 67.30564643333333333333, 36.88983828110600675270, 52.54663728785843307394, 82.06465557880823359272
F, process23, 61.20300203333333333333, 36.07040742726118000743, 46.77183350818921730338, 75.63417055847744936328
D, process23, 51.20300203333333333333, 36.07040742726118000743, 36.77183350818921730338, 65.63417055847744936328
F, process24, 75.76096390000000000000, 34.43785715757558411909, 61.98295151441743776054, 89.53897628558256223946
D, process24, 73.76096390000000000000, 34.43785715757558411909, 59.98295151441743776054, 87.53897628558256223946
Context change, 5.33333333333333333333
Failed deadlines, 23, 24

PS
F, process1, 32.56059466666666666666, .55097568882080047321, 32.34015848127939033518, 32.78103085205394299814
D, process1, 31.56059466666666666666, .55097568882080047321, 31.34015848127939033518, 31.78103085205394299814
F, process2, 93.82154096666666666666, 1.04988891158828428794, 93.40149792040044144234, 94.24158401293289189098
D, process2, 90.62154406666666666666, 1.04988889858422427056, 90.20150102560314900810, 91.04158710773018432522
F, process3, 123.31098210000000000000, 1.17541060555590104816, 122.84071991709493520095, 123.78124428290506479905
D, process3, 120.31098210000000000000, 1.17541060555590104816, 119.84071991709493520095, 120.78124428290506479905
F, process4, 41.83702800000000000000, .79439051374119517490, 41.51920560218835824367, 42.15485039781164175633
D, process4, 36.83702800000000000000, .79439051374119517490, 36.51920560218835824367, 37.15485039781164175633
F, process5, 13.24510806666666666666, .15516915364636390540, 13.18302747579199115713, 13.30718865754134217619
D, process5, 9.24510806666666666666, .15516915364636390540, 9.18302747579199115713, 9.30718865754134217619
F, process6, 16.38033056666666666666, .47935741544402845388, 16.18854765819799029069, 16.57211347513534304263
D, process6, 12.38033056666666666666, .47935741544402845388, 12.18854765819799029069, 12.57211347513534304263
F, process7, 115.06564580000000000000, 1.35769635542628848387, 114.52245412824963637111, 115.60883747175036362889
D, process7, 113.06564580000000000000, 1.35769635542628848387, 112.52245412824963637111, 113.60883747175036362889
F, process8, 85.22922960000000000000, 1.04772711438553502770, 84.81005145274587968331, 85.64840774725412031669
D, process8, 83.22922960000000000000, 1.04772711438553502770, 82.81005145274587968331, 83.64840774725412031669
F, process9, 40.87595476666666666666, .57602169898940921368, 40.64549809026180078833, 41.10641144307153254499
D, process9, 37.87595476666666666666, .57602169898940921368, 37.64549809026180078833, 38.10641144307153254499
F, process10, 104.46893263333333333333, 1.23364388026278970481, 103.97537228827801272268, 104.96249297838865394398
D, process10, 102.76893570000000000000, 1.23364386303214618904, 102.27537536183837253308, 103.26249603816162746692
F, process11, 126.43260453333333333333, 1.34374921315855991420, 125.89499288063087304919, 126.97021618603579361747
D, process11, 123.93260453333333333333, 1.34374921315855991420, 123.39499288063087304919, 124.47021618603579361747
F, process12, 58.85637830000000000000, .75957821240752423256, 58.55248372344481058399, 59.16027287655518941601
D, process12, 54.85637830000000000000, .75957821240752423256, 54.55248372344481058399, 55.16027287655518941601
F, process13, 12.20981140000000000000, .15598296836419887371, 12.14740521542736024274, 12.27221758457263975726
D, process13, 11.20981140000000000000, .15598296836419887371, 11.14740521542736024274, 11.27221758457263975726
F, process14, 22.53047923333333333333, .39526712452413606830, 22.37233944802705882736, 22.68861901863960783930
D, process14, 13.53047923333333333333, .39526712452413606830, 13.37233944802705882736, 13.68861901863960783930
F, process15, 115.10919716666666666666, 1.47938116135024700250, 114.51732143320229768171, 115.70107290013103565161
D, process15, 108.10919716666666666666, 1.47938116135024700250, 107.51732143320229768171, 108.70107290013103565161
F, process16, 84.05944646666666666666, 1.03737580736875786379, 83.64440970473833889961, 84.47448322859499443371
D, process16, 83.05944646666666666666, 1.03737580736875786379, 82.64440970473833889961, 83.47448322859499443371
F, process17, 57.55338596666666666666, .81240611815694262545, 57.22835582594471083433, 57.87841610738862249899
D, process17, 47.55338596666666666666, .81240611815694262545, 47.22835582594471083433, 47.87841610738862249899
F, process18, 117.32815073333333333333, 1.33064802831159258020, 116.79578064622136202048, 117.86052082044530464618
D, process18, 111.12815376666666666666, 1.33064809101161136244, 110.59578365446946338351, 111.66052387886386994981
F, process19, 131.77574906666666666666, 1.69223676460090208290, 131.09871335578241814599, 132.45278477755091518733
D, process19, 126.77574906666666666666, 1.69223676460090208290, 126.09871335578241814599, 127.45278477755091518733
F, process20, 62.77739746666666666666, .73465792490327239524, 62.48347308158752645510, 63.07132185174580687822
D, process20, 57.77739746666666666666, .73465792490327239524, 57.48347308158752645510, 58.07132185174580687822
F, process21, 25.18142253333333333333, .36948710730576543651, 25.03359690302543701565, 25.32924816364122965101
D, process21, 13.18142253333333333333, .36948710730576543651, 13.03359690302543701565, 13.32924816364122965101
F, process22, 26.08228750000000000000, .59728000685785278230, 25.84332572910659647851, 26.32124927089340352149
D, process22, 20.08228750000000000000, .59728000685785278230, 19.84332572910659647851, 20.32124927089340352149
F, process23, 125.52485863333333333333, 1.47833561852860920491, 124.93340120411711393500, 126.11631606254955273166
D, process23, 115.52485863333333333333, 1.47833561852860920491, 114.93340120411711393500, 116.11631606254955273166
F, process24, 96.62863233333333333333, 1.15372367599378934744, 96.16704672930902800315, 97.09021793735763866351
D, process24, 94.62863233333333333333, 1.15372367599378934744, 94.16704672930902800315, 95.09021793735763866351
Context change, 1.00000000000000000000
Failed deadlines, 24, 24

EDF
F, process1, 24.64027843333333333333, 1.60850908775780485347, 23.99674076976607592331, 25.28381609690059074335
D, process1, 23.64027843333333333333, 1.60850908775780485347, 22.99674076976607592331, 24.28381609690059074335
F, process2, 56.53855530000000000000, 7.36900752386482571977, 53.59033827044750383809, 59.48677232955249616191
D, process2, 53.33855476666666666666, 7.36900817770715411371, 50.39033747552275796101, 56.28677205781057537231
F, process3, 13.14872463333333333333, 20.98090667606312397792, 4.75461373610640479949, 21.54283553056026186717
D, process3, 10.14872463333333333333, 20.98090667606312397792, 1.75461373610640479949, 18.54283553056026186717
F, process4, 72.09885090000000000000, 5.53720343178805589143, 69.88350814172145284072, 74.31419365827854715928
D, process4, 67.09885090000000000000, 5.53720343178805589143, 64.88350814172145284072, 69.31419365827854715928
F, process5, 35.28019926666666666666, 4.02117525478590179566, 33.67139410171317212360, 36.88900443162016120972
D, process5, 31.28019926666666666666, 4.02117525478590179566, 29.67139410171317212360, 32.88900443162016120972
F, process6, 9.02423180000000000000, 1.50717924789531697337, 8.42123451565164351380, 9.62722908434835648620
D, process6, 5.02423180000000000000, 1.50717924789531697337, 4.42123451565164351380, 5.62722908434835648620
F, process7, 100.19951990000000000000, 3.35357228985395363282, 98.85781154880573810326, 101.54122825119426189674
D, process7, 98.19951990000000000000, 3.35357228985395363282, 96.85781154880573810326, 99.54122825119426189674
F, process8, 124.72553433333333333333, 7.06478425011005948663, 121.89903196258194622847, 127.55203670408472043819
D, process8, 122.72553433333333333333, 7.06478425011005948663, 119.89903196258194622847, 125.55203670408472043819
F, process9, 27.17858950000000000000, 2.73947137385033647662, 26.08257268495389176352, 28.27460631504610823648
D, process9, 24.17858950000000000000, 2.73947137385033647662, 23.08257268495389176352, 25.27460631504610823648
F, process10, 62.20479716666666666666, 8.41456734436516382650, 58.83826908800314332630, 65.57132524533019000702
D, process10, 60.50479633333333333333, 8.41456805822628597799, 57.13826796906587890095, 63.87132469760078776571
F, process11, 9.73554316666666666666, 22.21140356330746917638, .84913098381390157037, 18.62195534951943176295
D, process11, 7.23554316666666666666, 22.21140356330746917638, [1.65086901618609842963, 16.12195534951943176295
F, process12, 78.12116586666666666666, 3.38823378964840355985, 76.76559002739712700231, 79.47674170593620633101
D, process12, 74.12116586666666666666, 3.38823378964840355985, 72.76559002739712700231, 75.47674170593620633101
F, process13, 45.22754566666666666666, 6.06815686387550649170, 42.79977729404180945878, 47.65531403929152387454
D, process13, 44.22754566666666666666, 6.06815686387550649170, 41.79977729404180945878, 46.65531403929152387454
F, process14, 15.61187390000000000000, 1.47624205849502314378, 15.02125406924238167923, 16.20249373075761832077
D, process14, 6.61187390000000000000, 1.47624205849502314378, 6.02125406924238167923, 7.20249373075761832077
F, process15, 90.25017596666666666666, 5.30649335714152184303, 88.12713646208401250319, 92.37321547124932083013
D, process15, 83.25017596666666666666, 5.30649335714152184303, 81.12713646208401250319, 85.37321547124932083013
F, process16, 119.77330896666666666666, 6.35888435063036029177, 117.22922537457245550559, 122.31739255876087782773
D, process16, 118.77330896666666666666, 6.35888435063036029177, 116.22922537457245550559, 121.31739255876087782773
F, process17, 40.76938550000000000000, 3.38247756398771254288, 39.41611263063025163719, 42.12265836936974836281
D, process17, 30.76938550000000000000, 3.38247756398771254288, 29.41611263063025163719, 32.12265836936974836281
F, process18, 59.34053540000000000000, 11.24809116401490171824, 54.84036169108304867644, 63.84070910891695132356
D, process18, 53.14053470000000000000, 11.24809204291587741391, 48.64036063944942427796, 57.64070876055057572204
