# (F) stands for finished and (D) for duration:
process, i, MEAN, SD, CI lower limit, CI upper limit
FCFS
(F) process1, 11.20028450000000000000, .12442704431988784217, [11.11406095733444005223, 11.28650804266555994777]
(D) process1, 10.20028450000000000000, .12442704431988784217, [10.11406095733444005223, 10.28650804266555994777]
(F) process2, 17.12526886666666666666, .07057100484558481579, [17.07636565530683417381, 17.17417207802649915951]
(D) process2, 13.92526896666666666666, .07057100392865960129, [13.87636575594223093009, 13.97417217739110240323]
(F) process3, 9.23502930000000000000, .11511260450971474739, [9.15526033481611283935, 9.31479826518388716065]
(D) process3, 6.23502930000000000000, .11511260450971474739, [6.15526033481611283935, 6.31479826518388716065]
(F) process4, 35.12790583333333333333, .10433893621625097285, [35.05560263937983765210, 35.20020902728682901456]
(D) process4, 30.12790583333333333333, .10433893621625097285, [30.05560263937983765210, 30.20020902728682901456]
(F) process5, 20.13734616666666666666, .10664122495391837072, [20.06344756801409003267, 20.21124476531924330065]
(D) process5, 16.13734616666666666666, .10664122495391837072, [16.06344756801409003267, 16.21124476531924330065]
(F) process6, 20.15047436666666666666, .08556342692742942930, [20.09118193685276057663, 20.20976679648057275669]
(D) process6, 16.15047436666666666666, .08556342692742942930, [16.09118193685276057663, 16.20976679648057275669]
(F) process7, 22.11056156666666666666, .10157251095274525874, [22.04017540761537224405, 22.18094772571796108927]
(D) process7, 20.11056156666666666666, .10157251095274525874, [20.04017540761537224405, 20.18094772571796108927]
(F) process8, 27.10453980000000000000, .08943376140339843718, [27.04256536522774449701, 27.16651423477225550299]
(D) process8, 25.10453980000000000000, .08943376140339843718, [25.04256536522774449701, 25.16651423477225550299]
Context change = 0 Failed deadlines = 4 / 8

SJF
(F) process1, 11.41029556666666666666, .08712141448717161146, [11.34992350655563255786, 11.47066762677770077546]
(D) process1, 10.41029556666666666666, .08712141448717161146, [10.34992350655563255786, 10.47066762677770077546]
(F) process2, 19.12447590000000000000, .06283328007743985348, [19.08093465834158770801, 19.16801714165841229199]
(D) process2, 15.92447593333333333333, .06283317229241962187, [15.88093476636612938312, 15.96801710030053728354]
(F) process3, 9.44004716666666666666, .07483728480380321461, [9.38818757412771561317, 9.49190675920561772015]
(D) process3, 6.44004716666666666666, .07483728480380321461, [6.38818757412771561317, 6.49190675920561772015]
(F) process4, 34.09474346666666666666, .06377670197950206181, [34.05054846698427563823, 34.13893846634905769509]
(D) process4, 29.09474346666666666666, .06377670197950206181, [29.05054846698427563823, 29.13893846634905769509]
(F) process5, 21.25118376666666666666, .08976156827012450438, [21.18898217332519727706, 21.31338536000813605626]
(D) process5, 17.25118376666666666666, .08976156827012450438, [17.18898217332519727706, 17.31338536000813605626]
(F) process6, 12.39199500000000000000, .08164678409098548199, [12.33541666520104643448, 12.44857333479895356552]
(D) process6, 8.39199500000000000000, .08164678409098548199, [8.33541666520104643448, 8.44857333479895356552]
(F) process7, 22.26398910000000000000, .10053182406195230938, [22.19432410017112578314, 22.33365409982887421686]
(D) process7, 20.26398910000000000000, .10053182406195230938, [20.19432410017112578314, 20.33365409982887421686]
(F) process8, 27.28163246666666666666, .09995172554746393941, [27.21236945459927639951, 27.35089547873405693381]
(D) process8, 25.28163246666666666666, .09995172554746393941, [25.21236945459927639951, 25.35089547873405693381]
Context change = 0 Failed deadlines = 5 / 8

SRTN
(F) process1, 11.33242436666666666666, .10389487335811564903, [11.26042889257426634140, 11.40441984075906699192]
(D) process1, 10.33242436666666666666, .10389487335811564903, [10.26042889257426634140, 10.40441984075906699192]
(F) process2, 11.13636963333333333333, .09751844166942077530, [11.06879280096604496319, 11.20394646570062170347]
(D) process2, 7.93636983333333333333, .09751839430284706830, [7.86879303378940592359, 8.00394663287726074307]
(F) process3, 9.36122606666666666666, .10533025015000307218, [9.28823592720442698048, 9.43421620612890635284]
(D) process3, 6.36122606666666666666, .10533025015000307218, [6.28823592720442698048, 6.43421620612890635284]
(F) process4, 24.25706493333333333333, .11361425968687009646, [24.17833426813853959740, 24.33579559852812706926]
(D) process4, 19.25706493333333333333, .11361425968687009646, [19.17833426813853959740, 19.33579559852812706926]
(F) process5, 16.27736886666666666666, .09587657995073087128, [16.21092978642333340271, 16.34380794690999993061]
(D) process5, 12.27736886666666666666, .09587657995073087128, [12.21092978642333340271, 12.34380794690999993061]
(F) process6, 7.39476913333333333333, .10537934061846383659, [7.32174497591201622092, 7.46779329075465044574]
(D) process6, 3.39476913333333333333, .10537934061846383659, [3.32174497591201622092, 3.46779329075465044574]
(F) process7, 29.22576946666666666666, .10092177439737945644, [29.15583424504181607540, 29.29570468829151725792]
(D) process7, 27.22576946666666666666, .10092177439737945644, [27.15583424504181607540, 27.29570468829151725792]
(F) process8, 35.08263096666666666666, .07645273398576985408, [35.02965192495790935887, 35.13561000837542397445]
(D) process8, 33.08263096666666666666, .07645273398576985408, [33.02965192495790935887, 33.13561000837542397445]
Context change = 2.00000000000000000000 Failed deadlines = 3 / 8

RR
(F) process1, 15.11209120000000000000, 3.28107732934671321805, [12.83842061140506209170, 17.38576178859493790830]
(D) process1, 14.11209120000000000000, 3.28107732934671321805, [11.83842061140506209170, 16.38576178859493790830]
(F) process2, 13.00089486666666666666, 3.45289650202275570931, [10.60815966597737859530, 15.39363006735595473802]
(D) process2, 9.80089483333333333333, 3.45289615695541475723, [7.40815987176351288013, 12.19362979490315378653]
(F) process3, 15.68009953333333333333, 3.85583627044501405337, [13.00814131883615161852, 18.35205774783051504814]
(D) process3, 12.68009953333333333333, 3.85583627044501405337, [10.00814131883615161852, 15.35205774783051504814]
